Tiuribis,Snatchpd,jaum22,hello_mrthompson,Desperate_Tadpole545,leofedeno,neverpostnorcomment,CebolitosLover,Due-Ring-1258,smegma_yogurt,brotocarioca,lordcanarin,burnermanx,RogueBromeliad,KidAInRainbowsOk,slimpedroca,notimano,Misantropicalia,DeepNavyBlue,OptimalSurprise9437,RakonHenri,Percilia,mxosborn,Opistoleiro666,pororoca_surfer
1680619982.0,1700579156.0,1701231320.0,1698635936.0,1696020259.0,1675297103.0,1679839819.0,1699056470.0,1701520415.0,1694654591.0,1699268749.0,1687310188.0,1697038707.0,1701368575.0,1700932196.0,1693482020.0,1695053224.0,1693927382.0,1701208764.0,1680165087.0,1699952598.0,1631748096.0,1701499076.0,1682130625.0,1700265969.0
1680568637.0,1700577256.0,1701229809.0,1698621016.0,1696006697.0,1675295081.0,1679839563.0,1699056170.0,1701477978.0,1694653066.0,1699268296.0,1687309826.0,1697038578.0,1701367694.0,1700931181.0,1693481979.0,1695050948.0,1693873554.0,1701197127.0,1680138512.0,1699912100.0,1631747970.0,1701498555.0,1682024733.0,1700265830.0
1680455701.0,1700576584.0,1701218006.0,1698620893.0,1696006635.0,1675292749.0,1679835539.0,1698977048.0,1701471613.0,1694639359.0,1699268177.0,1687309601.0,1696948678.0,1701366097.0,1700930786.0,1693481321.0,1695038012.0,1693853260.0,1701184127.0,1680124963.0,1699912012.0,1631747835.0,1701496080.0,1681996117.0,1700260105.0
1680435333.0,1700522811.0,1701217954.0,1698620660.0,1696003976.0,1675292311.0,1679657720.0,1698884132.0,1701471490.0,1694623689.0,1699268132.0,1687309396.0,1696948648.0,1701365649.0,1700879662.0,1693408616.0,1695027455.0,1693695355.0,1701184089.0,1680093162.0,1699867086.0,1631746939.0,1701435374.0,1681951446.0,1700171886.0
1680230558.0,1700521746.0,1701216456.0,1698620431.0,1696002656.0,1675289541.0,1678718891.0,1698800006.0,1701471415.0,1694587689.0,1699237982.0,1687309187.0,1696882208.0,1701363212.0,1700868453.0,1693406612.0,1694883495.0,1693674664.0,1701173563.0,1680091844.0,1699867059.0,1631745281.0,1701434021.0,1681945128.0,1700171256.0
1680022093.0,1700521115.0,1701216389.0,1698620386.0,1695948723.0,1675289453.0,1678470667.0,1698762233.0,1701469222.0,1694586465.0,1699237355.0,1687309063.0,1696582243.0,1701362512.0,1700868271.0,1693318813.0,1694883446.0,1693151582.0,1701111047.0,1680084121.0,1699786700.0,1631744161.0,1701373269.0,1681940326.0,1700166998.0
1679104801.0,1700495512.0,1701216334.0,1698620263.0,1695937847.0,1675281345.0,1678407657.0,1698762200.0,1701468833.0,1694483215.0,1699236829.0,1687308903.0,1696535730.0,1701357140.0,1700691395.0,1692988157.0,1694883250.0,1693066849.0,1701097039.0,1680039259.0,1699786645.0,1631573648.0,1701077740.0,1681940294.0,1700150893.0
1679104335.0,1700489667.0,1701216233.0,1698620220.0,1695934375.0,1675279894.0,1678219592.0,1698759869.0,1701466418.0,1694482562.0,1699235906.0,1687303407.0,1696534392.0,1701349913.0,1700541910.0,1692897139.0,1694768442.0,1693066744.0,1701031348.0,1680035801.0,1699734312.0,1631573585.0,1701046950.0,1681929633.0,1700113648.0
1679050324.0,1700437698.0,1701216097.0,1698620032.0,1695929067.0,1675173878.0,1677806289.0,1698759748.0,1701465891.0,1694476679.0,1699235624.0,1687207356.0,1696449443.0,1701348501.0,1700541634.0,1692897096.0,1694730333.0,1693014602.0,1701014096.0,1680035674.0,1699734263.0,1631391807.0,1701046839.0,1681929696.0,1700090877.0
1679047149.0,1700436957.0,1701215773.0,1698619989.0,1695859285.0,1675173371.0,1677700351.0,1698759532.0,1701463105.0,1694463530.0,1699234765.0,1687204295.0,1696379069.0,1701348382.0,1700541350.0,1692732190.0,1694723012.0,1693013581.0,1700962628.0,1680035627.0,1699721172.0,1631365775.0,1701045792.0,1681929138.0,1700010536.0
1678899950.0,1700410007.0,1701215619.0,1698619803.0,1695859146.0,1675172763.0,1677587519.0,1698759497.0,1701457945.0,1694450308.0,1699234706.0,1686432169.0,1696378949.0,1701345818.0,1700541093.0,1692716945.0,1694627214.0,1693012101.0,1700960036.0,1679859205.0,1699720254.0,1630434076.0,1701038348.0,1681830091.0,1700009536.0
1678898602.0,1700272285.0,1701213616.0,1698599893.0,1695859029.0,1675172549.0,1676329043.0,1698719765.0,1701456755.0,1694415899.0,1699234657.0,1686167018.0,1696378501.0,1701345307.0,1700540872.0,1692466907.0,1694614690.0,1693011151.0,1700957661.0,1679841204.0,1699720235.0,1630433390.0,1701023462.0,1681738797.0,1699979911.0
1678748507.0,1700266356.0,1701198679.0,1698599847.0,1695858949.0,1675170872.0,1676233757.0,1698696947.0,1701455283.0,1694415569.0,1699234432.0,1686158788.0,1696344803.0,1701343742.0,1700517853.0,1692292268.0,1694614596.0,1693009476.0,1700957490.0,1679838297.0,1699665834.0,1630433168.0,1701016830.0,1681738494.0,1699977500.0
1678728585.0,1700249748.0,1701198586.0,1698599747.0,1695855201.0,1675168281.0,1676164869.0,1698667165.0,1701450314.0,1694369021.0,1699231122.0,1686013790.0,1696285793.0,1701341870.0,1700515291.0,1692193633.0,1694614558.0,1693009451.0,1700893905.0,1679823883.0,1699640465.0,1629825362.0,1701014299.0,1681587678.0,1699644709.0
1678661386.0,1700246712.0,1701198531.0,1698582779.0,1695853453.0,1675168095.0,1675689724.0,1698665815.0,1701442084.0,1694269766.0,1699231087.0,1685985560.0,1696285382.0,1701341815.0,1700514506.0,1692124846.0,1694553915.0,1692909516.0,1700834560.0,1679788624.0,1699640441.0,1629687068.0,1701012081.0,1681587667.0,1699642589.0
1678585379.0,1700245415.0,1701186160.0,1698582622.0,1695853297.0,1675167870.0,1675536366.0,1698665579.0,1701435721.0,1694204043.0,1699230709.0,1685932539.0,1696281537.0,1701341776.0,1700271354.0,1692115049.0,1694263707.0,1692741552.0,1700806969.0,1679708056.0,1699619452.0,1629646797.0,1701011773.0,1681572165.0,1699642032.0
1678021851.0,1700238469.0,1701183498.0,1698582393.0,1695852714.0,1675167768.0,1675436793.0,1698660387.0,1701431326.0,1694131571.0,1699230631.0,1685338028.0,1696217219.0,1701310624.0,1700240454.0,1692114135.0,1694200127.0,1692151793.0,1700806007.0,1679699669.0,1699569407.0,1629603742.0,1700969175.0,1681527302.0,1699641039.0
1677898632.0,1700235297.0,1701183348.0,1698558467.0,1695846771.0,1675165499.0,1675105117.0,1698532052.0,1701428202.0,1694131352.0,1699230597.0,1685308682.0,1696187244.0,1701306559.0,1700239806.0,1692105908.0,1694127355.0,1692151669.0,1700780372.0,1679563093.0,1699569355.0,1629561056.0,1700959291.0,1681527296.0,1699593031.0
1677839804.0,1700224094.0,1701183291.0,1698557716.0,1695837172.0,1675165072.0,1674954610.0,1698523952.0,1701425754.0,1694055240.0,1699230566.0,1685307089.0,1696187158.0,1701304673.0,1700155338.0,1691794996.0,1694093911.0,1692141139.0,1700753095.0,1679562595.0,1699548289.0,1629496931.0,1700957865.0,1681527289.0,1699585979.0
1677815350.0,1700223720.0,1701141708.0,1698556054.0,1695837104.0,1675141201.0,1674937454.0,1698363318.0,1701425596.0,1694054765.0,1699230551.0,1685306207.0,1696186912.0,1701303929.0,1700155227.0,1691755432.0,1694030201.0,1692116936.0,1700749827.0,1679480145.0,1699548142.0,1629439418.0,1700955034.0,1681516513.0,1699585650.0
1677722094.0,1700188120.0,1701141450.0,1698555876.0,1695836800.0,1675126717.0,1674839101.0,1698363240.0,1701386919.0,1694054592.0,1699229760.0,1685295562.0,1696072856.0,1701303778.0,1700155105.0,1691689760.0,1693864313.0,1692114555.0,1700655818.0,1679420452.0,1699543076.0,1629439333.0,1700954490.0,1681515560.0,1699585309.0
1677721779.0,1700179115.0,1701141390.0,1698555830.0,1695836436.0,1675125007.0,1674764041.0,1698363188.0,1701386531.0,1694028569.0,1699229647.0,1685294689.0,1695997717.0,1701279647.0,1700154891.0,1691689778.0,1693752578.0,1691955636.0,1700654801.0,1679416875.0,1699542835.0,1629439152.0,1700941047.0,1681441222.0,1699585104.0
1677584086.0,1700176826.0,1701141333.0,1698554127.0,1695835115.0,1675098044.0,1674477548.0,1698283691.0,1701379253.0,1693827782.0,1699229319.0,1685294410.0,1695949008.0,1701276513.0,1700082570.0,1691678874.0,1693745480.0,1691798406.0,1700645647.0,1679409848.0,1699542407.0,1629268255.0,1700940809.0,1681441210.0,1699583741.0
1677534463.0,1700176108.0,1701140787.0,1698459840.0,1695834713.0,1675088820.0,1674212583.0,1698276455.0,1701377334.0,1693766496.0,1699228324.0,1685293859.0,1695836586.0,1701252931.0,1700081851.0,1691529981.0,1693710723.0,1691781131.0,1700645536.0,1679187313.0,1699542279.0,1629260349.0,1700940048.0,1681340004.0,1699583555.0
1677500095.0,1700175905.0,1701140298.0,1698419977.0,1695831571.0,1675084831.0,1674156328.0,1698270819.0,1701377285.0,1693689814.0,1699227954.0,1685292830.0,1695833117.0,1701249006.0,1700020999.0,1691435473.0,1693709997.0,1691713129.0,1700578726.0,1679186022.0,1699542208.0,1629173125.0,1700938286.0,1681333167.0,1699583214.0
1677497880.0,1700172912.0,1701140269.0,1698419478.0,1695827773.0,1675032128.0,1674143304.0,1698260191.0,1701376377.0,1693660913.0,1699227816.0,1685228016.0,1695762436.0,1701248750.0,1700020736.0,1691415791.0,1693687041.0,1691452353.0,1700575772.0,1679070861.0,1699542108.0,1629160049.0,1700936628.0,1681306724.0,1699582720.0
1677285987.0,1700172702.0,1701140066.0,1698370527.0,1695827235.0,1674927208.0,1674141518.0,1698260071.0,1701370272.0,1693585192.0,1699226555.0,1684709244.0,1695676017.0,1701229055.0,1700020599.0,1691177806.0,1693577095.0,1691446343.0,1700575487.0,1679006689.0,1699520511.0,1629158770.0,1700927910.0,1681250944.0,1699582269.0
1677272413.0,1700171916.0,1701140021.0,1698370365.0,1695826919.0,1674922566.0,1674072721.0,1698185367.0,1701366059.0,1693515275.0,1699226405.0,1684460208.0,1695514161.0,1701216681.0,1699976919.0,1691155262.0,1693570640.0,1691436242.0,1700568421.0,1678980128.0,1699348098.0,1628796378.0,1700871918.0,1681250475.0,1699580524.0
1677231105.0,1700171670.0,1701139851.0,1698342022.0,1695821581.0,1674910280.0,1673888993.0,1698184984.0,1701347492.0,1693515085.0,1699226299.0,1684460105.0,1695500315.0,1701213965.0,1699976741.0,1690902773.0,1693570510.0,1691268639.0,1700568371.0,1678980053.0,1699348078.0,1628731584.0,1700871401.0,1681227435.0,1699476677.0
1677197142.0,1700171499.0,1701139697.0,1698340905.0,1695753246.0,1674878673.0,1673791661.0,1698110104.0,1701346429.0,1693514957.0,1699226199.0,1684438748.0,1695404533.0,1701212701.0,1699974527.0,1690898667.0,1693504730.0,1691183744.0,1700566841.0,1678929753.0,1699224581.0,1628711777.0,1700870907.0,1681136104.0,1699395913.0
1677152781.0,1700171312.0,1701139590.0,1698286131.0,1695735104.0,1674878548.0,1673568041.0,1698010790.0,1701346340.0,1693514623.0,1699226120.0,1684290467.0,1695399976.0,1701209910.0,1699974220.0,1690892747.0,1693434439.0,1691019346.0,1700563210.0,1678626030.0,1699224552.0,1628710841.0,1700867858.0,1681133113.0,1699380567.0
1677152507.0,1700154526.0,1701139533.0,1698282505.0,1695522511.0,1674874515.0,1673530540.0,1697838984.0,1701345519.0,1693417670.0,1699225665.0,1684280562.0,1695302786.0,1701209176.0,1699973876.0,1690813281.0,1693267632.0,1690745257.0,1700520693.0,1678612813.0,1699224537.0,1628710653.0,1700858749.0,1681091681.0,1699380321.0
1676931324.0,1700154316.0,1701138346.0,1698261293.0,1695519356.0,1674874204.0,1673526791.0,1697838800.0,1701342003.0,1693417476.0,1699225634.0,1684280342.0,1695135115.0,1701208894.0,1699973662.0,1690742947.0,1693155206.0,1690421929.0,1700516092.0,1678236965.0,1699205562.0,1628710597.0,1700834818.0,1681049817.0,1699304102.0
1676930658.0,1700147221.0,1701138255.0,1698236911.0,1695519098.0,1674873840.0,1673451642.0,1697832310.0,1701340500.0,1693397453.0,1699225596.0,1684280138.0,1695134956.0,1701208539.0,1699970029.0,1690739899.0,1693155122.0,1690148148.0,1700509624.0,1678063963.0,1699148341.0,1628709269.0,1700833590.0,1681042382.0,1699303336.0
1676852424.0,1700147139.0,1701138032.0,1698232346.0,1695472441.0,1674822770.0,1673375571.0,1697760248.0,1701336442.0,1693246958.0,1699225476.0,1684207006.0,1695083085.0,1701208305.0,1699907104.0,1690736998.0,1693154999.0,1690147101.0,1700509593.0,1678062979.0,1699137581.0,1628648489.0,1700832405.0,1680537462.0,1699300649.0
1676812547.0,1700143058.0,1701137724.0,1698121254.0,1695472394.0,1674822534.0,1673370188.0,1697744584.0,1701333534.0,1693244957.0,1699225416.0,1684100126.0,1695037675.0,1701207608.0,1699897216.0,1690732180.0,1692998118.0,1690077531.0,1700483586.0,1678062764.0,1699137264.0,1628648435.0,1700832332.0,1680537440.0,1699295686.0
1676771451.0,1700139029.0,1701137672.0,1698121115.0,1695471284.0,1674777432.0,1673293616.0,1697740624.0,1701306847.0,1693200248.0,1699225213.0,1683667262.0,1694904766.0,1701206413.0,1699897120.0,1690544664.0,1692912134.0,1690074411.0,1700481695.0,1677930025.0,1698971127.0,1628647979.0,1700787811.0,1680523880.0,1699292021.0
1676649412.0,1700138794.0,1701137589.0,1698099631.0,1695471236.0,1674771741.0,1673287802.0,1697545661.0,1701295925.0,1693076035.0,1699225037.0,1683576504.0,1694904640.0,1701205261.0,1699886443.0,1690324930.0,1692895708.0,1689498541.0,1700481642.0,1677929515.0,1698971110.0,1628642877.0,1700787483.0,1680522369.0,1699286043.0
1676414894.0,1700135214.0,1701137201.0,1698075570.0,1695443210.0,1674771693.0,1673284870.0,1697509312.0,1701293076.0,1693067246.0,1699224982.0,1683575601.0,1694904523.0,1701204431.0,1699886393.0,1690323565.0,1692633219.0,1689470741.0,1700434635.0,1677902531.0,1698971081.0,1628642767.0,1700787001.0,1680383352.0,1699285872.0
1676273596.0,1700074946.0,1701136727.0,1698074713.0,1695424148.0,1674771283.0,1673281344.0,1697504605.0,1701292910.0,1693029080.0,1699224937.0,1683574723.0,1694904435.0,1701204181.0,1699886270.0,1690306677.0,1692554955.0,1688839670.0,1700399217.0,1677647423.0,1698971057.0,1628624979.0,1700786636.0,1680380889.0,1699285474.0
1675963901.0,1699974568.0,1701136593.0,1698074016.0,1695423695.0,1674756790.0,1673224896.0,1697486608.0,1701288772.0,1693012364.0,1699224908.0,1683572864.0,1694904371.0,1701204097.0,1699883595.0,1690283538.0,1692464371.0,1688000046.0,1700355143.0,1677535770.0,1698873292.0,1628623539.0,1700767859.0,1680281397.0,1699285311.0
1675768691.0,1699919201.0,1701105601.0,1698073700.0,1695423008.0,1674755781.0,1673054448.0,1697458357.0,1701288025.0,1693004716.0,1699223693.0,1683558891.0,1694904218.0,1701203915.0,1699882824.0,1690283501.0,1692457003.0,1687999307.0,1700349958.0,1677509496.0,1698793729.0,1628614174.0,1700684244.0,1680212272.0,1699284937.0
1675688683.0,1699905795.0,1701096947.0,1698073374.0,1695422780.0,1674745690.0,1673054239.0,1697394385.0,1701287470.0,1692980937.0,1699223673.0,1683558775.0,1694624611.0,1701203829.0,1699877681.0,1690217982.0,1692448915.0,1687998489.0,1700348895.0,1677508355.0,1698358572.0,1628565455.0,1700684199.0,1680208770.0,1699283921.0
1675688526.0,1699900573.0,1701096239.0,1698069104.0,1695422195.0,1674744592.0,1672695062.0,1697394284.0,1701287357.0,1692909557.0,1699223598.0,1683557263.0,1694609013.0,1701203453.0,1699877581.0,1690044075.0,1692374618.0,1687997415.0,1700345723.0,1677504388.0,1698358524.0,1628541524.0,1700682311.0,1680185392.0,1699282525.0
1675643564.0,1699893588.0,1701045714.0,1698031946.0,1695247558.0,1674683898.0,1671026031.0,1697387272.0,1701286943.0,1692907224.0,1699223567.0,1683555794.0,1694538509.0,1701203287.0,1699830584.0,1689869724.0,1692321830.0,1687730188.0,1700339230.0,1677493354.0,1698358513.0,1628539465.0,1700611444.0,1680184262.0,1699279293.0
1675514506.0,1699881480.0,1701045577.0,1698024895.0,1695180183.0,1674683823.0,1670680256.0,1697387209.0,1701281502.0,1692898986.0,1699223303.0,1683554850.0,1694190033.0,1701203028.0,1699825354.0,1689867698.0,1692308457.0,1687730159.0,1700339175.0,1677446625.0,1698333134.0,1628538340.0,1700605269.0,1680183133.0,1699221930.0
1675482150.0,1699874700.0,1701044296.0,1698023959.0,1694990052.0,1674683353.0,1670546074.0,1697385692.0,1701276697.0,1692536282.0,1699223238.0,1683517576.0,1694189940.0,1701202886.0,1699824194.0,1689867664.0,1692233321.0,1687729814.0,1700315685.0,1677350977.0,1698310534.0,1628537905.0,1700527044.0,1680123959.0,1699221876.0
1675482049.0,1699843703.0,1701043723.0,1698022078.0,1694920356.0,1674683090.0,1670277426.0,1697385665.0,1701276369.0,1692321291.0,1699223077.0,1683517467.0,1694189347.0,1701202500.0,1699816519.0,1689469649.0,1692217256.0,1687555779.0,1700315327.0,1677199072.0,1698310518.0,1628537072.0,1700525793.0,1680103031.0,1699221744.0
1675335785.0,1699840946.0,1701041244.0,1698020870.0,1694545889.0,1674676108.0,1670275645.0,1697384295.0,1701276321.0,1691093519.0,1699223003.0,1683517236.0,1694189255.0,1701202381.0,1699813910.0,1689468768.0,1692217184.0,1685500659.0,1700312375.0,1677197051.0,1698308874.0,1628536916.0,1700452923.0,1680092173.0,1699221539.0
1675268980.0,1699839332.0,1701033976.0,1697999664.0,1694545450.0,1674599513.0,1670250629.0,1697214445.0,1701273390.0,1690852881.0,1699222943.0,1683516973.0,1694189060.0,1701202207.0,1699813656.0,1689439941.0,1692214857.0,1684907744.0,1700311921.0,1677189314.0,1698308632.0,1628536800.0,1700404179.0,1680019823.0,1699221516.0
1675254048.0,1699835752.0,1701031822.0,1697914520.0,1694444104.0,1674598576.0,1670242282.0,1697163472.0,1701273122.0,1690817469.0,1699222925.0,1683511950.0,1694031188.0,1701202077.0,1699813330.0,1689359876.0,1692208533.0,1681598401.0,1700311722.0,1677121202.0,1698308557.0,1628533645.0,1700404052.0,1679942494.0,1699143215.0
1675252893.0,1699831331.0,1701026427.0,1697909883.0,1694406034.0,1674592829.0,1670201676.0,1697163103.0,1701268877.0,1689274797.0,1699222857.0,1683511803.0,1694031111.0,1701201875.0,1699813224.0,1689354814.0,1692059000.0,1681598131.0,1700311562.0,1677096270.0,1698279763.0,1628532776.0,1700353077.0,1679930294.0,1699138984.0
1675248459.0,1699830907.0,1701026303.0,1697895468.0,1694323212.0,1673979792.0,1670114298.0,1697160374.0,1701268618.0,1689262228.0,1699222025.0,1683511611.0,1694030954.0,1701199261.0,1699809242.0,1689343374.0,1692049756.0,1681094950.0,1700311438.0,1677069928.0,1698279726.0,1628486737.0,1700352261.0,1679779222.0,1699138363.0
1675079769.0,1699830877.0,1701020827.0,1697816073.0,1694204395.0,1673975070.0,1669727002.0,1696962414.0,1701263482.0,1689176980.0,1699221711.0,1683510765.0,1694030788.0,1701198389.0,1699808269.0,1689196151.0,1692049584.0,1681074163.0,1700310306.0,1677061519.0,1698279643.0,1628464966.0,1700343496.0,1679779199.0,1699125750.0
1674831564.0,1699803341.0,1701019690.0,1697816007.0,1694113583.0,1673919188.0,1669664784.0,1696961564.0,1701259968.0,1689017226.0,1699221686.0,1683509950.0,1694030662.0,1701198133.0,1699808151.0,1689109633.0,1691889750.0,1681008298.0,1700309742.0,1676946559.0,1698264925.0,1628458445.0,1700342923.0,1679777817.0,1699125635.0
1674813158.0,1699799230.0,1701019554.0,1697815606.0,1693972082.0,1673896121.0,1669404569.0,1696961526.0,1701259841.0,1688758470.0,1699221175.0,1683509789.0,1694030615.0,1701197507.0,1699807603.0,1689099684.0,1691876722.0,1680807020.0,1700309573.0,1676945448.0,1698146436.0,1628198744.0,1700327662.0,1679705010.0,1699125168.0
1674774184.0,1699747896.0,1700970010.0,1697815490.0,1693971586.0,1673890787.0,1668781389.0,1696961473.0,1701259737.0,1688488692.0,1699220875.0,1683509705.0,1694010187.0,1701197383.0,1699807406.0,1688994328.0,1691876566.0,1679454034.0,1700271437.0,1676944502.0,1698050757.0,1628197859.0,1700323318.0,1679680029.0,1699125035.0
1674772706.0,1699739053.0,1700969936.0,1697815389.0,1693870420.0,1673842716.0,1668730633.0,1696956814.0,1701259235.0,1688479679.0,1699220842.0,1683496582.0,1693595270.0,1701195085.0,1699807315.0,1688993871.0,1691849698.0,1679262269.0,1700266427.0,1676943415.0,1697982355.0,1627906521.0,1700271880.0,1679672218.0,1699124695.0
1674764950.0,1699738377.0,1700968655.0,1697815310.0,1693770893.0,1673842536.0,1668707520.0,1696767056.0,1701254546.0,1688479551.0,1699220660.0,1683495993.0,1693569217.0,1701193245.0,1699807151.0,1688840957.0,1691714290.0,1679172041.0,1700256761.0,1676852976.0,1697982307.0,1627758164.0,1700270415.0,1679669818.0,1698931845.0
1674663957.0,1699737428.0,1700967621.0,1697772135.0,1693760607.0,1673841886.0,1668518162.0,1696725353.0,1701254100.0,1688205663.0,1699220380.0,1683495539.0,1693405121.0,1701193201.0,1699806815.0,1688728777.0,1691700772.0,1679170477.0,1700255379.0,1676851025.0,1697824739.0,1627677527.0,1700269684.0,1679669083.0,1698931261.0
1674567219.0,1699732561.0,1700955387.0,1697764238.0,1693519199.0,1673841602.0,1668216888.0,1696599650.0,1701253871.0,1688167510.0,1699220271.0,1683495058.0,1692999652.0,1701191898.0,1699806734.0,1688673262.0,1691630406.0,1679081445.0,1700251314.0,1676840701.0,1697664096.0,1627527280.0,1700269233.0,1679662513.0,1698930569.0
1674565242.0,1699732308.0,1700949775.0,1697745193.0,1693415765.0,1673841146.0,1668211191.0,1696599605.0,1701253616.0,1688166789.0,1699220071.0,1683494662.0,1692889546.0,1701191591.0,1699806465.0,1688664764.0,1691630029.0,1679026800.0,1700243126.0,1676818451.0,1697664012.0,1627525491.0,1700267281.0,1679660370.0,1698930207.0
1673956081.0,1699731731.0,1700940656.0,1697683971.0,1693361463.0,1673794437.0,1668186602.0,1696446239.0,1701251772.0,1688161475.0,1699219987.0,1683491400.0,1692733776.0,1701191076.0,1699806336.0,1688661009.0,1691517136.0,1679023799.0,1700233892.0,1676767219.0,1697621055.0,1627359504.0,1700253435.0,1679432052.0,1698909040.0
1673929923.0,1699728563.0,1700937331.0,1697682592.0,1693348742.0,1673794189.0,1668101255.0,1696426674.0,1701249457.0,1688161466.0,1699219515.0,1683490236.0,1692733566.0,1701190940.0,1699806282.0,1688588034.0,1691425805.0,1679023030.0,1700225517.0,1676675943.0,1697620805.0,1627329676.0,1700193324.0,1679431543.0,1698909000.0
1673839812.0,1699727257.0,1700918212.0,1697666162.0,1693281804.0,1673794039.0,1667862553.0,1696378648.0,1701249281.0,1688159255.0,1699219027.0,1683490216.0,1692733417.0,1701190837.0,1699806051.0,1688581343.0,1691425582.0,1678934724.0,1700222127.0,1676674623.0,1697620783.0,1626641099.0,1700192469.0,1679195022.0,1698908944.0
1673805416.0,1699723386.0,1700918141.0,1697654033.0,1693230111.0,1673758908.0,1667823086.0,1696378549.0,1701222540.0,1688159157.0,1699218665.0,1683490132.0,1692733226.0,1701190149.0,1699749455.0,1688571072.0,1691337778.0,1678519137.0,1700179755.0,1676593175.0,1697424670.0,1626404069.0,1700183552.0,1679139544.0,1698907639.0
1673804609.0,1699719485.0,1700917496.0,1697648133.0,1693114341.0,1673757946.0,1667781117.0,1696378521.0,1701199940.0,1688153586.0,1699216735.0,1683487106.0,1692648414.0,1701189052.0,1699676964.0,1688569610.0,1691101667.0,1678386261.0,1700174144.0,1676575868.0,1697411367.0,1626050777.0,1700178317.0,1679105425.0,1698907537.0
1673746158.0,1699716122.0,1700852343.0,1697648044.0,1693102818.0,1673757314.0,1667743451.0,1696364749.0,1701198562.0,1688146181.0,1699216673.0,1683487031.0,1692456306.0,1701188679.0,1699676786.0,1688568507.0,1691094914.0,1678158125.0,1700173900.0,1676554739.0,1697376237.0,1626013794.0,1700178067.0,1679105242.0,1698907341.0
1673743723.0,1699714033.0,1700824291.0,1697644801.0,1693004201.0,1673756563.0,1667579726.0,1696347131.0,1701196181.0,1688146164.0,1699216446.0,1683486923.0,1692306668.0,1701187575.0,1699674794.0,1688511154.0,1691094872.0,1678130073.0,1700172766.0,1676511873.0,1697376011.0,1626013316.0,1700177932.0,1679104950.0,1698907071.0
1673578980.0,1699713981.0,1700796341.0,1697639420.0,1692980577.0,1673751467.0,1667330385.0,1696342707.0,1701196106.0,1688146142.0,1699216260.0,1683481889.0,1692282592.0,1701186900.0,1699674713.0,1688391734.0,1691089840.0,1677951290.0,1700159937.0,1676510449.0,1697375973.0,1626013040.0,1700177294.0,1679104937.0,1698893893.0
1673438707.0,1699708384.0,1700794845.0,1697639361.0,1692977894.0,1673748420.0,1667330175.0,1696338780.0,1701196076.0,1688144696.0,1699216203.0,1683481855.0,1692237835.0,1701186743.0,1699669963.0,1688299002.0,1691089722.0,1677472194.0,1700148363.0,1676494839.0,1697375583.0,1626012468.0,1700174236.0,1679012649.0,1698893692.0
1673421844.0,1699708284.0,1700790136.0,1697631834.0,1692977794.0,1673730868.0,1667310803.0,1696338756.0,1701195648.0,1688143653.0,1699198264.0,1683481717.0,1692039868.0,1701186447.0,1699669923.0,1688227368.0,1691080330.0,1677016783.0,1700146740.0,1676493248.0,1697375530.0,1626011529.0,1700163488.0,1678913873.0,1698893565.0
1673388479.0,1699707753.0,1700750756.0,1697596310.0,1692977440.0,1673716425.0,1667065956.0,1696336273.0,1701190992.0,1688143288.0,1699149604.0,1683480440.0,1691930509.0,1701186101.0,1699669733.0,1688152537.0,1691020632.0,1676090068.0,1700139559.0,1676487359.0,1697212928.0,1626010653.0,1700157844.0,1678905636.0,1698893376.0
1673388366.0,1699706727.0,1700747813.0,1697596245.0,1692968767.0,1673714889.0,1666813161.0,1696332057.0,1701178829.0,1688143271.0,1699139579.0,1683480131.0,1691776706.0,1701185483.0,1699669444.0,1688148096.0,1691013047.0,1676087808.0,1700139320.0,1676480995.0,1697212871.0,1625206807.0,1700143363.0,1678797366.0,1698891507.0
1673350552.0,1699704698.0,1700743941.0,1697596042.0,1692834341.0,1673711426.0,1666374905.0,1696330913.0,1701178629.0,1688143248.0,1699139137.0,1683478682.0,1691690351.0,1701174166.0,1699669354.0,1688144993.0,1691005594.0,1676087649.0,1700137263.0,1676477442.0,1697212721.0,1625205352.0,1700104579.0,1678758732.0,1698842132.0
1673301503.0,1699704487.0,1700743598.0,1697590044.0,1692589908.0,1673708719.0,1666118191.0,1696255486.0,1701176405.0,1688143222.0,1699137511.0,1683404635.0,1691601721.0,1701174024.0,1699667488.0,1688144474.0,1690980770.0,1676062630.0,1700082890.0,1676463678.0,1697207499.0,1624848900.0,1700104011.0,1678758170.0,1698772390.0
1673298165.0,1699650046.0,1700743459.0,1697580853.0,1692331946.0,1673707967.0,1666025958.0,1696249958.0,1701173468.0,1688143207.0,1699136434.0,1683216934.0,1690812713.0,1701171523.0,1699667388.0,1688144320.0,1690980715.0,1676062622.0,1699971904.0,1676459508.0,1697195242.0,1624680168.0,1700094595.0,1678744449.0,1698772312.0
1673284316.0,1699627542.0,1700682893.0,1697576150.0,1692313528.0,1673659771.0,1666025459.0,1696215326.0,1701139676.0,1688142745.0,1699136178.0,1682796817.0,1690761866.0,1701170800.0,1699667300.0,1688139783.0,1690980549.0,1676062564.0,1699970931.0,1676417561.0,1697149717.0,1624575144.0,1700094161.0,1678628757.0,1698772252.0
